issue_id,priority,status,category,file_path,line_function_if_available,evidence,why_it_matters,impact,recommended_fix,tests_needed,acceptance_criteria,blocked_by,notes
F-DOCKER-003,P2,verified,infrastructure / docker / browser_image_double_install,"`Dockerfile:30-36, 66, 102-103`",,Base stage installs Playwright OS libraries; prod stage calls `playwright install chromium` only (no `install-deps`). Dev stage chromium at line 66 is layered but not used by either `dev` or `prod`. Cache compresses both — first build downloads chromium twice.,Unused Chromium in dev image adds ~150MB. Pinned SHA base + mutable Playwright Chromium version is a reproducible-build risk.,Slower CI; cache pollution.,Add `ARG PLAYWRIGHT_BROWSERS_VERSION=...` and pin in `pyproject.toml` to a tested combo. Verify in CI that the cached image's node binary actually launches.,`docker build` image size delta before/after pinning.,`make up` image is reproducible; CI cache hit rate > 90%.,None.,New finding (Session 80).
F-DOCKER-004,P2,verified,infrastructure / docker / dockerignore_gaps,`.dockerignore`,,"`.dockerignore` covers most secrets but misses `backend/data/`, `.secrets/`, `backend/init-db/`, `*.dump`, `*.sql.gz`, `*.bak`. If an operator drops `.secrets/sql.dump`, build context copies plaintext dump into image layers.",Operator-driven footgun; first build pulls a few MB of irrelevant junk.,Higher attack surface on the build context.,Add the missing paths to `.dockerignore`.,Synthetic `touch .secrets/dump.sql`; verify it doesn't appear in `docker build . -t test`. `docker run test ls /app/.secrets` returns empty.,No `.secrets/` files in any build context.,None.,New finding (Session 80).
F-DOCKER-006,P2,verified,infrastructure / docker / path_traversal_alias,"`docker-compose.prod.yml:250-251`, `nginx.conf:319-321`",,"`/landing/` alias resolves to `/usr/share/nginx/html/frontend/landing/`. The mount is read-only but if `.git/` exists under `frontend/` (operator-deployed dev version), `/landing/.git/config` is served.",Operational fidelity risk; leaks git config.,Information disclosure if dev `.git/` not cleaned before prod mount.,Add `location ~ /\.(git|env|docker|aws) { deny all; return 404; }`.,Curl `/landing/.git/config` returns 404.,Operator-deployed dev artifacts are not served.,None.,New finding (Session 80).
F-DOCKER-008,P2,verified,infrastructure / docker / drift_in_env_template_grep,"`docker-compose.override.local.yml:80-92`, `docker-compose.prod.yml:395-398`",,Local override's grep is `__ALERTMANAGER_` (prefix) vs production full-list. New `__ALERTMANAGER_NEW_VAR__` slips through local override silently.,Local-override renders with unsubstituted placeholder; alertmanager rejects first reload later.,Confusing failure mode divergence between local and prod.,Mirror the production grep exactly; promote to shared `command:` via `x-anchor` YAML.,Synthetic local override with `__ALERTMANAGER_NEW_VAR__` should fail the build.,Local and prod grep are byte-identical.,None.,New finding (Session 80).
F-FRONTEND-001,P2,verified,frontend / monolithic_css / no_build,"`frontend/index.html`, `frontend/landing.html`, `frontend/styles/views.css`, `frontend/styles/components.css`",,"Vanilla JS, no build pipeline. Two HTML surfaces. Monolithic CSS: `views.css` 3,436 LOC, `components.css` 1,091 LOC.",Edit-and-publish model. Any CSP/header change requires editing 10+ locations. CSS is monolithic and not tree-shaken.,Friction for future contributors; larger than-needed first-paint payloads.,Introduce a minimal bundler (esbuild) with code splitting; tree-shake CSS.,`npm run build` (new) succeeds; bundle size drops.,First-paint CSS < 200KB; components are lazy-loadable.,None.,New finding (Session 80).
F-NGINX-005,P2,verified,infrastructure / nginx / catch_all_host_header,`nginx.conf:117`,,`server_name _;` means any host header reaching HTTPS server is honored. Attacker-set hosts work.,Host header injection if app uses `Host:` for cookie scoping or canonical URL generation. Phishing/cache-poisoning risk.,Potential phishing surface if any future route uses `$host`.,Set `server_name your.domain.example.com;` and reject unknown hosts.,Synthetic curl with `Host: evil.com` returns 444.,Unknown host returns 444.,None.,New finding (Session 80).
F-NGINX-006,P2,verified,infrastructure / nginx / keepalive_default,`nginx.conf:25-29`,,`worker_connections 1024` + `multi_accept on` globally. nginx defaults `keepalive_requests=1000` post-v1.19.7.,Load tests may show non-linear latency scaling under concurrent keep-alive reuse.,Hidden capacity cliff during load tests.,Pin `keepalive_requests 10000;` on HTTPS server block.,Synthetic `ab -c 200 -n 10000 …` shows consistent p95.,No keep-alive cliff triggering under load.,None.,New finding (Session 80).
F-CI-006,P2,verified,infrastructure / ci / postgres_port_collision,"`.github/workflows/optional-suites.yml:24-26`, `validate-production.yml:222-224`, `postgres-tests.yml:22-24`",,Hardcoded `postgresql://testuser:testpassword@…:5432/`. Port collisions on shared self-hosted runners.,Reliability — not security — but ports collide on multi-job runners.,Random CI run failures on shared infra.,"Use `POSTGRES_HOST_AUTH_METHOD: trust` and skip the mapped port, or set custom port with `options: ""--port=5433""`.",Two parallel jobs running the workflow on the same runner both pass.,No port collision during parallel run.,None.,New finding (Session 80).
F-CI-007,P2,verified,infrastructure / ci / cancel_in_progress,all cron workflows (5 files),,`concurrency:` with `cancel-in-progress: true` — manual `workflow_dispatch` cancels the cron run mid-flight.,Operational visibility loss during incident response.,Confusing nightly status during incidents.,Use `cancel-in-progress: false` to allow queuing.,Manual dispatch during the cron run does not cancel it.,"Concurrent runs queue, never cancel.",None.,New finding (Session 80).
F-CI-009,P2,verified,infrastructure / ci / stale_pr_autoclose,"`.github/workflows/stale-cleanup.yml:30, 56-60`",,"`operations-per-run: 100` and `exempt-pr-labels: keep-open,dependencies,security`. Mislabeled hot-fix release PR could be auto-closed.",Wrong label policy → auto-close on a hot-fix release PR.,Loss of work-in-progress PRs during bot misclassification.,Add `dry-run` input via `workflow_dispatch`; real cleanup only on explicit confirmation.,Synthetic PR without labels run against `dry-run` shows intended close list without closing.,Stale cleanup never closes without explicit `workflow_dispatch` confirmation.,None.,New finding (Session 80).
F-NPM-001,P2,verified,frontend / package_json / caret_drift,`package.json:8-16`,,"Every dep (`eslint`, `prettier`, `stylelint`, etc.) uses `^`. While `package-lock.json` pins exact versions, `npm install` outside the lockfile (e.g. through a Dockerfile-style npm flow or after `npm update <pkg>`) drifts.",Inconsistent CI vs local.,Random major jumps (e.g. eslint 9 → 10) on stray `npm update`.,Default to exact versions or `~`. Use `npm ci` everywhere (already the case in CI workflows).,`npm install` outside CI produces identical lockfile diff as `npm ci`.,Lockfile-only installs work reliably.,None.,New finding (Session 80).
F-NPM-002,P2,verified,frontend / package_lock / integrity,`package-lock.json`,,File exists; CI uses `npm ci`. No `npm audit signatures` integrity check.,Lockfile can be silently compromised by malicious dep bump without CI noticing.,Supply-chain compromise via dep.,Add `npm audit signatures` step to `ci.yml` or `validate-production.yml`.,Synthetic tampering of lockfile is caught.,Lockfile integrity is checked before tests run.,None.,New finding (Session 80).
F-NPM-003,P2,verified,frontend / package_json / no_prod_deps,`package.json:7-17`,,0 production deps; everything in devDeps. Correct for static SPA — a contributor might `npm install somelib` thinking it's used at runtime.,Structural risk for future contributors.,Drift into prod dep tree.,Add CI step `npm ls --prod` (or `npm install --omit=dev --dry-run`) to fail if production deps sneak in.,Synthetic prod-deps list fails the CI step.,CI refuses prod deps in `package.json`.,None.,New finding (Session 80).
F-MON-004,P2,verified,infrastructure / monitoring / missing_alerts,`prometheus_alerts.yml`,,"14 alert rules cover app signals. None for PG disk, container OOM, TLS cert expiry, `AlertmanagerDown`, `node-exporter`, `blackbox-exporter HTTPS`.",Operator blind spots in incident response.,Real outages missed because no alert fires.,"Add scrape jobs for `node_exporter`, `cadvisor`, `blackbox_exporter`; add corresponding rules.",Each new alert fires under synthetic condition.,Comprehensive alerting on infra signals.,None.,New finding (Session 80).
F-MON-005,P2,verified,infrastructure / monitoring / self_scrape_pollution,"`prometheus.yml:27-34, 53-54`",,"Self-monitoring scrape of `prometheus:9090` produces duplicate series tagged `instance=""prometheus:9090""`. `alert_relabel_configs` only acts on alerts, not series.","Latent bug: any future alert referencing `up{job=""prometheus""}` is ambiguous.",Future alert tests are flaky.,Add an `instance` labelrewrite or document exclusion list.,Synthetic scrape with `instance_label_inconsistency` test passes.,Self-metrics labels are uniquely tagged.,None.,New finding (Session 80).
F-MON-006,P2,verified,infrastructure / monitoring / lifecycle_auth_missing,"`prometheus_web.yml:18`, `docker-compose.prod.yml:303`",,Lifecycle enabled but no basic-auth users → reload POST returns 401. Reload requires container restart.,Config reload requires container recreation; restart = TS DB drop.,Operator friction; unnecessary restarts.,Either disable lifecycle or add at least one `basic_auth_users` (e.g. `reload:`) and document the password.,Synthetic `curl -X POST /-/reload` succeeds.,Reload works without container restart.,None.,New finding (Session 80).
F-MON-008,P2,verified,infrastructure / monitoring / slack_channel_silent_miss,"`alertmanager.yml:132, 145, 156`",,Channel ID never validated against Slack workspace. Mistyped/private channels return message to no one.,Operators see alerts as firing in Alertmanager but they never reach Slack.,Invisible alert pipeline failure.,Augment `scripts/run_alert_delivery_drill.py` with `--channel-assert-reachable` calling Slack `conversations.info`. Add to deploy gate.,Synthetic channel-typo deploy fails the gate.,Slack channel reachability is asserted on every prod deploy.,None.,New finding (Session 80).
F-MON-010,P2,verified,infrastructure / monitoring / api_down_rootcause_ambiguity,`prometheus.yml:60-61`,,"Alert uses `up{job=""dataforge""} == 0`. If the Bearer token env (`__DATAFORGE_METRICS_TOKEN__`) leaves the placeholder unsubstituted, the scrape returns 401 → `up{job=""dataforge""} = 0` → alert fires with **wrong** root cause label.",Noisy pages from misconfig.,Operator pages on-call for a config bug.,"Add a separate alert `MetricsTokenInvalid` firing when metrics endpoint returns 401/403, or use `probe_success` from `blackbox_exporter` against `/ready`.","Synthetic 401 state fires `MetricsTokenInvalid`, not `DataForgeAPIInstanceDown`.",Pages are labelled with the correct root cause.,None.,New finding (Session 80).
F-DB-003,P2,verified,infrastructure / db_migrations / tenant_index_verification,`backend/migrations/008_postgres_storage_v8.sql`,,"Need verification: tenant column indexes (`org_id`, `created_by`) not directly visible in the read portion of the dump (lines 50+).","If indexes are missing, tenant queries scan, not index.",Tenant scoping degrades as data grows.,"Run `grep -E ""CREATE INDEX"" backend/migrations/008_postgres_storage_v8.sql | grep -E ""tenant|org_id|user_id|project_id""` to confirm tenant indexes; if missing, add them.",EXPLAIN ANALYZE on tenant query uses index.,Tenant queries are indexed in both SQLite and Postgres.,Verification step.,New finding (Session 80).
F-DB-004,P2,verified,security / db_migrations / schema_dump_leak,`backend/migrations/008_postgres_storage_v8.sql`,,"Snapshot file is unencrypted plaintext — contains the complete schema (potentially including column names with sensitive shapes like `email`, `ip_address`).",Public repo = data-model mapping attack. Attacker learns column names.,Reconnaissance advantage.,Strip dump to DDL-only via `pg_dump --schema-only --no-owner --no-privileges`; mask any sensitive column names.,Synthetic diff shows no semantic data in committed dump.,"Committed migration file contains schema only, no data.",None.,New finding (Session 80).
F-BACKUP-001,P2,verified,infrastructure / backup / gzip_only,`scripts/backup_postgres.sh:142-148`,,Validates gzip integrity only — does not validate that the file contains a recognizable `pg_dump` shape. Empty-garbage payload would pass gunzip -t.,"A backup that ""passes"" gunzip can still be missing tables/data.",Silent restore failures.,"Pipe through `head -c 4096 | grep -q ""PostgreSQL database dump""`; add row-count compare (`SELECT count(*) FROM jobs`) vs source DB.",Synthetic empty-dump backup fails the integrity gate.,Backup file passes identity + gzip integrity + row count.,None.,New finding (Session 80).
F-BACKUP-002,P2,verified,infrastructure / backup / no_rotation,`scripts/backup_postgres.sh:17-19`,,No `find ... -mtime +30 -delete` cleanup. Backups accumulate indefinitely.,Disk fills; yesterday's 6-hourly backup eventually OOMs the disk.,Storage exhaustion on long-running prod.,Add `DATAFORGE_BACKUP_KEEP_DAYS=30` knob; cleanup at end of script.,Synthetic 31-day-old backup is deleted.,Backups older than retention are removed.,None.,New finding (Session 80).
F-BACKUP-003,P2,verified,infrastructure / backup / restore_no_verify,`scripts/restore_postgres.sh:138-148`,,Success printed purely on psql exit code. A partial restore could half-succeed.,Operator sees SUCCESS but data is incomplete.,False-positive restore; recovery is silently broken.,"Post-restore `psql -c ""SELECT count(*) FROM jobs""` compare to a snapshot count captured at backup time.",Synthetic partial restore fails the verification step.,Restore verification rejects non-equivalent row counts.,None.,New finding (Session 80).
F-NGINX-SEC-001,P2,verified,infrastructure / nginx / methodless_rate_limit,`nginx.local.conf:108-124`,,`/api/` proxy forwards all methods and paths to FastAPI without method-specific rate limiting.,No pre-auth throttle; admin paths exposed at unlimited rate.,Brute force / flood risk.,Add `limit_req` for write methods (`POST/PUT/DELETE`) at stricter burst than reads.,Synthetic burst of 1k POSTs to `/api/jobs` returns 503/429.,Write methods are throttled at strict rate.,None.,New finding (Session 80).
F-EXCEPTION-001,P2,verified,code_quality / error_handling / generic_500,"`backend/app/routers/experimental.py`, `backend/app/routers/scraper.py`, `backend/app/services/job_mutation_service.py:399`",,"20+ inline `raise HTTPException(status_code=500, detail=""..."")` with generic detail strings (""failed"", ""internal error""); hides root cause.",Operator error responses lack correlation IDs and root cause.,Slow incident triage.,Add a custom exception handler that includes trace_id and a meaningful structured detail.,Synthetic 500 response includes `trace_id`.,All 500 responses surface a correlation ID.,None.,New finding (Session 80).
F-RBAC-001,P2,verified,security / rbac / static_grep_blindspot,all routers,,"6 routers import no auth dependency: `intelligence.py`, `jobs.py`, `jobs_state.py`, `session.py`, `health.py`, `__init__.py`. Verified legitimate (`jobs.py` is a façade mounting child routers; `health.py` is intentionally unauthed; `session.py` is **the** auth route). But the static-grep ""every router imports a require_*"" check can't differentiate façade from real non-auth access.",A future router added with imports of `APIRouter()` only would silently slip past the static check while exposing protected data.,Future drift.,"Add a generator test that, given the `Route Auth Matrix`, asserts every non-public endpoint row has at least one `require_*` deps in code.",A synthetic uncovered route triggers the static test to fail.,Route auth matrix + static-grep work in tandem.,None.,New finding (Session 80).
F-SCRIPT-001,P2,verified,scripts / hardcoded_localhost,"`scripts/run_alert_delivery_drill.py`, `scripts/run_load_test.py`, `scripts/backup_and_restore_test.py`, `scripts/manual_test.py:33`",,"Drill scripts reach back to localhost by default; designed for ""the server is also on this host"". A CI runner on a different host or remote dev container fails silently.",Drill scripts that target `localhost` produce false-positive alerts in CI logs.,Misleading CI signal.,Default to localhost but ASSERT the host via env var before proceeding.,Synthetic remote-host drill fails loudly.,Drill refuses to run without explicit `--url-prefix` on non-localhost targets.,None.,New finding (Session 80).
F-SCRIPT-002,P2,verified,scripts / env_parser / partial_comment,`scripts/check_prod_env.py:82-110`,,"Custom parser strips trailing `#` comments from `value` (`value.partition(""#"")[0].strip()`). For multi-line or values with embedded `#`, this mangles them.","`KEY=value#with#hashes` parsed as `value`, bypassing weak-credential gate.",Operator can ship `GRAFANA_PASSWORD=Nz4HdRU#not-a-real-password` and pass the check while shipping an unexpected value.,Switch to `dotenv` parser; support line-continuation per POSIX dotenv.,Synthetic hash-bearing values pass through unchanged.,Env file parsing matches `dotenv`'s behavior.,None.,New finding (Session 80).
F-SCRIPT-003,P2,verified,scripts / start_sh / silent_copy,`scripts/start.sh:36-44`,,"If `.env` missing, `cp .env.example .env` silently runs, producing a placeholder-keyed .env that the server happily boots with disabled auth/DB.","Operator sees ""server started"" with placeholder keys and learns the failure later.",Footgun time-loss; possible credentials leak in transit logs.,Refuse to start if `.env` missing; print clear instructions. Never `cp .env.example` into a working `.env`.,Synthetic missing-`.env` start fails.,`start.sh` exits non-zero when `.env` missing.,None.,New finding (Session 80).
F-SCRIPT-005,P2,verified,scripts / backup_drill / collides_with_local_dev,`scripts/backup_and_restore_test.py:95`,,Writes its own DSN to `localhost:5432`. Does not confirm the local Postgres is the **drill instance** vs developer's `localhost:5432` with real data.,Accidental prod DB write via stale `localhost` reference.,Data loss in developer's local DB.,Require `--drill-instance-port=...`; refuse to run against `localhost:5432` unless `--allow-collision` is passed.,Synthetic developer-DB-target drill fails loudly.,Drill only writes to the disposable instance it created.,None.,New finding (Session 80).
F-SCRIPT-004,P3,verified,scripts / cli_args_in_ps_history,"`scripts/send_telegram.py:67-75, 111-114`",,"Token + chat ID accepted as CLI args; secret now in `argv` and visible in `ps aux`, `top`, shell history, audit logs.",Operational secret leakage via process tables.,Telegram bot token leak in CI logs.,Use `--token-file` and `--chat-id-file` paths or `getpass.getpass()`.,Synthetic `--token` arg is never present in `ps aux` output after fix.,"Token is read from an env ref or file, not argv.",None.,New finding (Session 80).
F-OPSDOC-001,P3,verified,scripts / missing_tests,`scripts/run_worker.py`,,"6930 LOC CLI without `backend/tests/test_run_worker_cli.py`. The CI flow uses `pytest backend/tests` — no test exercises the CLI's `--once` mode, signal handling, or env-var override.",Subprocess behavior untested.,Regressions possible; no early warning.,Add `backend/tests/test_run_worker_cli.py` with subprocess-based tests.,"Subprocess tests for `--once`, `SIGTERM`, env override.",CLI covered by unit tests.,None.,New finding (Session 80).
F-OPSDOC-002,P3,verified,docs / missing_artifacts_index,`scripts/backup_and_restore_test.py`,,Writes `artifacts/backup_drill/latest_drill.json`; no `docs/ARTIFACTS.md` (or BACKUPS.md) explains the artifact for downstream tooling or humans.,Auditors/CD pipelines reading the artifact without context.,Forensic ambiguity.,Add a brief one-page doc explaining the artifact.,Doc lint that asserts `docs/ARTIFACTS.md` exists when artifacts/ grows.,Each artifacts subdirectory has a docs entry.,None.,New finding (Session 80).
F-OPSDOC-003,P3,verified,scripts / healthcheck_no_tests,`scripts/worker_healthcheck.py`,,Used by `docker-compose.prod.yml:124` as `HEALTHCHECK`. No tests in `backend/tests/` cover this script directly.,Misclassifies healthy/unhealthy state.,Wrong container lifecycle decisions.,Add a test that simulates a healthy heartbeat (within TTL) and stale heartbeat (older than TTL) and asserts the script's exit code.,Unit tests for happy/stale paths.,Healthcheck covered by unit tests.,None.,New finding (Session 80).
F-DRIFT-002,P3,verified,infrastructure / docker / worker_image_mismatch,"`docker-compose.prod.yml:91, 124`",,"Both `dataforge` and `worker` use the same image tag (good — atomic deploy), but rebuilding only one causes split-brain: `dataforge` v2 writes a state shape that `worker` v1 cannot consume.",Manual selective rebuild creates version mismatch.,Subtle data-state drift between services.,Enforce in CI release pipeline that both images build and publish as an atomic pair.,CI release rejects partial rebuild.,Single-image rebuild publishes dataforge + worker as a shared tag.,CI release pipeline.,New finding (Session 80).
